add_date,year,month,day,day_of_week,asset_code,asset_id,material,general_location,install_date,land_id,cluster
2013-09-19 10:14,2013,9,19,4,BBH,RPNT1014,METL,OSP,1900-01-00 0:00,2645,2
2013-09-19 10:15,2013,9,19,4,BBH,RPNT1014,METL,OSP,1900-01-00 0:00,2648,2
2013-09-19 11:01,2013,9,19,4,BBH,RPNT1014,METL,OSP,1900-01-00 0:00,2667,2
2013-09-19 11:02,2013,9,19,4,BBH,RPNT1014,METL,OSP,1900-01-00 0:00,2667,2
2013-09-19 13:57,2013,9,19,4,BBH,RPNT1014,METL,OSP,1900-01-00 0:00,3066,2
2013-09-19 13:58,2013,9,19,4,BBH,RPNT1014,METL,OSP,1900-01-00 0:00,3066,2
2013-09-16 2:07,2013,9,16,1,BBH,RPNT1014,METL,OSP,1900-01-00 0:00,2314,2
2013-09-16 2:08,2013,9,16,1,BBH,RPNT1014,METL,OSP,1900-01-00 0:00,2314,2
2013-09-16 21:11,2013,9,16,1,BBH,RPNT1014,METL,OSP,1900-01-00 0:00,1835,2
2013-09-16 21:12,2013,9,16,1,BBH,RPNT1014,METL,OSP,1900-01-00 0:00,1835,2
2013-09-17 1:05,2013,9,17,2,BBH,RPNT1014,METL,OSP,1900-01-00 0:00,1865,2
2013-09-17 2:08,2013,9,17,2,BBH,RPNT1014,METL,OSP,1900-01-00 0:00,1889,2
2013-09-17 21:19,2013,9,17,2,BBH,RPNT1014,METL,OSP,1900-01-00 0:00,3227,2
2013-09-17 21:20,2013,9,17,2,BBH,RPNT1014,METL,OSP,1900-01-00 0:00,3227,2
2013-09-17 21:21,2013,9,17,2,BBH,RPNT1014,METL,OSP,1900-01-00 0:00,3227,2
2013-09-17 21:22,2013,9,17,2,BBH,RPNT1014,METL,OSP,1900-01-00 0:00,3227,2
2013-09-17 21:28,2013,9,17,2,BBH,RPNT1014,METL,OSP,1900-01-00 0:00,3227,2
2013-09-25 10:53,2013,9,25,3,BBH,RPNT1014,METL,OSP,1900-01-00 0:00,2779,2
2013-09-25 10:54,2013,9,25,3,BBH,RPNT1014,METL,OSP,1900-01-00 0:00,2779,2
2013-09-26 10:48,2013,9,26,4,BBH,RPNT1014,METL,OSP,1900-01-00 0:00,3017,2
2013-09-26 13:53,2013,9,26,4,BBH,RPNT1014,METL,OSP,1900-01-00 0:00,2782,2
2013-09-24 11:11,2013,9,24,2,BBH,RPNT1014,METL,OSP,1900-01-00 0:00,73,2
2013-09-24 11:12,2013,9,24,2,BBH,RPNT1014,METL,OSP,1900-01-00 0:00,73,2
2013-09-25 0:08,2013,9,25,3,BBH,RPNT1014,METL,OSP,1900-01-00 0:00,2721,2
2013-09-25 0:09,2013,9,25,3,BBH,RPNT1014,METL,OSP,1900-01-00 0:00,2721,2
2013-09-25 1:48,2013,9,25,3,BBH,RPNT1014,METL,OSP,1900-01-00 0:00,2708,2
2013-09-25 1:49,2013,9,25,3,BBH,RPNT1014,METL,OSP,1900-01-00 0:00,2708,2
2013-09-25 1:50,2013,9,25,3,BBH,RPNT1014,METL,OSP,1900-01-00 0:00,2708,2
2013-09-25 2:43,2013,9,25,3,BBH,RPNT1014,METL,OSP,1900-01-00 0:00,2701,2
