Add Date,Year,Month,Day,DayOfWeek,Asset Code,Asset ID,Material,General Location,Install Date,Land ID
2013-08-19 13:08:00,1899,12,30,2,PYST,RPNT1000,METL,OSP,1899-12-30 00:00:00,412
2013-08-20 12:58:00,1899,12,30,3,SWNG,RPNT1009,METL,OSP,1899-12-30 00:00:00,384
2013-08-20 13:20:00,1899,12,30,3,CLIM,RPNT1022,METL,OSP,1899-12-30 00:00:00,227
2013-08-20 13:22:00,1899,12,30,3,SWNG,RPNT1009,METL,OSP,1899-12-30 00:00:00,227
2013-08-21 12:37:00,1899,12,30,4,PYST,RPNT1000,METL,OSP,1899-12-30 00:00:00,467
2013-08-22 08:42:00,1899,12,30,5,SWNG,RPNT1009,METL,OSP,1899-12-30 00:00:00,400
2013-08-22 09:32:00,1899,12,30,5,PYST,RPNT1000,METL,OSP,1899-12-30 00:00:00,167
2013-08-22 09:34:00,1899,12,30,5,PYST,RPNT1000,METL,OSP,1899-12-30 00:00:00,167
2013-08-22 09:36:00,1899,12,30,5,PYST,RPNT1000,METL,OSP,1899-12-30 00:00:00,167
2013-08-22 09:37:00,1899,12,30,5,SWNG,RPNT1009,METL,OSP,1899-12-30 00:00:00,167
2013-08-22 11:49:00,1899,12,30,5,SWNG,RPNT1009,METL,OSP,1899-12-30 00:00:00,162
2013-06-26 10:05:00,1899,12,30,4,PYST,RPNT1000,METL,OSP,1899-12-30 00:00:00,1775
2013-06-26 10:17:00,1899,12,30,4,PYST,RPNT1000,METL,OSP,1899-12-30 00:00:00,1775
2013-08-21 14:13:00,1899,12,30,4,SWNG,RPNT1009,METL,OSP,1899-12-30 00:00:00,401
2013-08-22 08:05:00,1899,12,30,5,SWNG,RPNT1009,METL,OSP,1899-12-30 00:00:00,449
2013-08-22 09:34:00,1899,12,30,5,SWNG,RPNT1009,METL,OSP,1899-12-30 00:00:00,167
2013-08-22 11:49:00,1899,12,30,5,PYST,RPNT1000,METL,OSP,1899-12-30 00:00:00,162
2013-07-03 12:37:00,1899,12,30,4,OGE,RPNT1064,METL,OSP,1899-12-30 00:00:00,3194
2013-08-27 09:18:00,1899,12,30,3,SWNG,RPNT1009,METL,OSP,1899-12-30 00:00:00,871
2013-08-27 09:21:00,1899,12,30,3,PYST,RPNT1000,METL,OSP,1899-12-30 00:00:00,871
2013-08-27 10:09:00,1899,12,30,3,PYST,RPNT1000,METL,OSP,1899-12-30 00:00:00,879
2013-08-27 10:10:00,1899,12,30,3,CLIM,RPNT1022,METL,OSP,1899-12-30 00:00:00,879
2013-08-27 10:12:00,1899,12,30,3,BBH,RPNT1014,METL,OSP,1899-12-30 00:00:00,879
2013-08-27 10:31:00,1899,12,30,3,BBH,RPNT1014,METL,OSP,1899-12-30 00:00:00,879
2013-08-27 10:32:00,1899,12,30,3,BBH,RPNT1014,METL,OSP,1899-12-30 00:00:00,879
2013-08-28 10:00:00,1899,12,30,4,CLIM,RPNT1022,METL,OSP,1899-12-30 00:00:00,498
2013-08-28 11:09:00,1899,12,30,4,CLIM,RPNT1022,METL,OSP,1899-12-30 00:00:00,1175
2013-08-28 12:48:00,1899,12,30,4,PYST,RPNT1000,METL,OSP,1899-12-30 00:00:00,547
2013-08-29 09:31:00,1899,12,30,5,PYST,RPNT1000,METL,OSP,1899-12-30 00:00:00,1170
2017-08-31 12:59:00,1899,12,30,5,PYST,RPNT1000,METL,OSP,1899-12-30 00:00:00,415
2017-08-31 16:13:00,1899,12,30,5,PYST,RPNT1000,METL,OSP,1899-12-30 00:00:00,0
2017-08-31 16:14:00,1899,12,30,5,PYST,RPNT1000,METL,OSP,1899-12-30 00:00:00,0
2017-08-31 16:19:00,1899,12,30,5,BBH,RPNT1014,METL,OSP,1899-12-30 00:00:00,14777
